IDCliente,Prefijo,Nombre,Apellido,Nacimiento,EstadoCivil,Género,correo-e,IngresoAnual,Hijos,NivelEducativo,Ocupacion
21070,Sra.,Jacqueline,Perez,15/4/1969,Casado,F,perezjacqueline1969@ciclovida.com,12000,4,Educacion Universitaria Completa,Administrativo
21071,Sra.,Megan,Henderson,16/12/1969,Casado,F,hendersonmegan1969@ciclovida.com,12000,5,Educacion Universitaria Completa,Administrativo
21072,Sr.,Alfredo,Romero,12/4/1970,Casado,M,romeroalfredo1970@ciclovida.com,12000,5,Educacion Universitaria Completa,Administrativo
21073,Sra.,Andrea,Morris,23/4/1970,Casado,F,morrisandrea1970@ciclovida.com,14000,3,Educacion Universitaria Completa,Administrativo
21074,Sra.,Brooke,Sanchez,1/10/1970,Soltero,F,sanchezbrooke1970@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
21075,Sra.,Jacqueline,Bennett,11/9/1970,Casado,F,bennettjacqueline1970@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
21076,Sr.,Jason,Griffin,27/9/1971,Casado,M,griffinjason1971@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
21077,Sra.,Amanda,Foster,23/6/1971,Casado,F,fosteramanda1971@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
21078,Sra.,Alexia,Perez,1/7/1971,Casado,F,perezalexia1971@ciclovida.com,16000,5,Educacion Universitaria Completa,Administrativo
21079,Sr.,Luis,Diaz,26/6/1972,Casado,M,diazluis1972@ciclovida.com,8000,2,Educacion Secundaria Completa,Profesional
21081,Sra.,Abby,Fernandez,29/5/1972,Casado,F,fernandezabby1972@ciclovida.com,8000,2,Educacion Secundaria Completa,Profesional
21082,Sr.,Blake,Flores,30/7/1972,Casado,M,floresblake1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21083,Sra.,Danielle,Cox,24/5/1972,Soltero,F,coxdanielle1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21084,Sra.,Maria,Reed,10/12/1971,Casado,F,reedmaria1971@ciclovida.com,12000,2,Educacion Universitaria Completa,Administrativo
21085,Sra.,Allison,Evans,18/11/1971,Casado,F,evansallison1971@ciclovida.com,12000,2,Educacion Universitaria Completa,Administrativo
21086,Sr.,Edward,Wood,13/4/1972,Casado,M,woodedward1972@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21087,Sra.,Samantha,Russell,17/8/1973,Casado,F,russellsamantha1973@ciclovida.com,8000,2,Educacion Secundaria Completa,Profesional
21088,Sra.,Chloe,Campbell,10/9/1973,Casado,F,campbellchloe1973@ciclovida.com,8000,2,Educacion Secundaria Completa,Profesional
21089,Sra.,Stephanie,Murphy,19/3/1973,Soltero,F,murphystephanie1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21090,Sr.,Charles,Martinez,12/9/1973,Soltero,M,martinezcharles1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21091,Sra.,Ana,Perez,26/4/1974,Casado,F,perezana1974@ciclovida.com,8000,2,Educacion Secundaria Incompleta,Operativo Calificado
21092,Sra.,Jasmine,Torres,25/3/1974,Soltero,F,torresjasmine1974@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21093,Sra.,Natalie,Alvarez,17/12/1973,Soltero,F,alvareznatalie1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21094,Sra.,Olivia,Barbosa,17/7/1974,Soltero,F,barbosaolivia1974@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21095,Sr.,Charles,Cook,7/10/1974,Casado,M,cookcharles1974@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21096,Sra.,Erica,Huang,29/12/1973,Casado,F,huangerica1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21097,Sr.,Nathan,Perez,15/4/1974,Casado,M,pereznathan1974@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21098,Sra.,Alexandra,Rivera,22/6/1974,Casado,F,riveraalexandra1974@ciclovida.com,16000,3,Educacion Universitaria Completa,Administrativo
21099,Sra.,Hailey,Patterson,22/7/1975,Soltero,F,pattersonhailey1975@ciclovida.com,14000,2,Educacion Secundaria Completa,Profesional
21100,Sra.,Tiffany,Li,12/7/1975,Soltero,F,litiffany1975@ciclovida.com,14000,2,Educacion Secundaria Completa,Profesional
21102,Sra.,Sydney,Ross,2/8/1975,Casado,F,rosssydney1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21103,Sr.,Marshall,Chavez,17/6/1975,Soltero,M,chavezmarshall1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21104,Sra.,Ashley,Jones,22/2/1975,Casado,F,jonesashley1975@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
21105,Sr.,Adrian,Sosa,8/10/1975,Soltero,M,sosaadrian1975@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21106,Sra.,Amber,Torres,6/2/1975,Casado,F,torresamber1975@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21107,Sr.,Dennis,Zaldivar,19/9/1976,Casado,M,zaldivardennis1976@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21108,Sra.,Hailey,Barbosa,2/8/1976,Casado,F,barbosahailey1976@ciclovida.com,12000,3,Educacion Secundaria Completa,Profesional
21109,Sr.,Todd,Li,15/7/1976,Casado,M,litodd1976@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21110,,Ana,Griffin,24/9/1976,Soltero,NA,griffinana1976@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21111,Sr.,Angel,Sosa,14/12/1975,Casado,M,sosaangel1975@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21112,Sr.,Jeremy,Barbosa,9/1/1976,Soltero,M,barbosajeremy1976@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
21113,Sr.,Clarence,Alvarez,29/7/1982,Soltero,M,alvarezclarence1982@ciclovida.com,26000,2,Educacion Universitaria Completa,Administrativo
21114,Sra.,Mayra,Perez,15/6/1982,Soltero,F,perezmayra1982@ciclovida.com,26000,2,Educacion Universitaria Completa,Administrativo
21115,Sra.,Latoya,Goel,11/8/1982,Casado,F,goellatoya1982@ciclovida.com,26000,2,Educacion Universitaria Completa,Profesional
21116,Sra.,Ana,Hernandez,16/10/1982,Casado,F,hernandezana1982@ciclovida.com,32000,2,Educacion Universitaria Completa,Profesional
21117,Sra.,Lisa,Cai,16/8/1981,Soltero,F,cailisa1981@ciclovida.com,20000,2,Educacion Universitaria Completa,Profesional
21118,Sr.,Larry,Munoz,16/9/1981,Casado,M,munozlarry1981@ciclovida.com,22000,2,Educacion Universitaria Completa,Profesional
21119,Sra.,Robin,Alvarez,14/8/1981,Casado,F,alvarezrobin1981@ciclovida.com,30000,2,Educacion Universitaria Completa,Profesional
21120,Sra.,Alexis,Coleman,1/10/1981,Soltero,F,colemanalexis1981@ciclovida.com,34000,2,Educacion Universitaria Completa,Administrativo
21121,Sr.,Ricky,Vazquez,1/9/1980,Casado,M,vazquezricky1980@ciclovida.com,24000,3,Educacion Secundaria Completa,Profesional
21123,Sra.,Claudia,Zaldivar,11/4/1980,Soltero,F,zaldivarclaudia1980@ciclovida.com,26000,3,Educacion Universitaria Completa,Profesional
21124,Sr.,Tristan,Alvarez,29/1/1979,Casado,M,alvareztristan1979@ciclovida.com,22000,3,Educacion Universitaria Completa,Profesional
21125,Sra.,Cindy,Patel,18/5/1979,Casado,F,patelcindy1979@ciclovida.com,26000,3,Educacion Universitaria Completa,Profesional
21126,Sra.,Shannon,Liu,15/1/1979,Casado,F,liushannon1979@ciclovida.com,34000,3,Educacion Secundaria Completa,Profesional
21127,Sr.,Xavier,Long,9/5/1956,Soltero,M,longxavier1956@ciclovida.com,6000,4,Educacion Secundaria Completa,Profesional
21128,Sr.,Nicholas,Torres,12/4/1956,Soltero,M,torresnicholas1956@ciclovida.com,18000,3,Postgrado,Administrativo
21129,Sr.,José,Hernandez,3/1/1957,Casado,M,hernandezjosé1957@ciclovida.com,12000,2,Postgrado,Administrativo
21130,Sr.,Johnathan,Vance,6/1/1957,Casado,M,vancejohnathan1957@ciclovida.com,14000,4,Postgrado,Administrativo
21131,Sr.,Colin,Lin,7/2/1957,Casado,M,lincolin1957@ciclovida.com,14000,4,Postgrado,Administrativo
21132,Sra.,Katelyn,Hernandez,26/7/1957,Casado,F,hernandezkatelyn1957@ciclovida.com,14000,4,Postgrado,Administrativo
21133,Sra.,Jacqueline,Perez,11/11/1956,Soltero,F,perezjacqueline1956@ciclovida.com,24000,1,Postgrado,Administrativo
21134,Sr.,Xavier,Hill,3/5/1957,Casado,M,hillxavier1957@ciclovida.com,24000,1,Postgrado,Administrativo
21135,Sra.,Victoria,Sosa,30/1/1989,Casado,F,sosavictoria1989@ciclovida.com,20000,4,Educacion Universitaria Completa,Profesional
21136,Sra.,Katelyn,Kelly,15/2/1989,Casado,F,kellykatelyn1989@ciclovida.com,22000,2,Educacion Universitaria Completa,Administrativo
21137,Sra.,Stephanie,Collins,27/2/1989,Casado,F,collinsstephanie1989@ciclovida.com,26000,1,Postgrado,Administrativo
21138,Sra.,Jennifer,Simmons,9/3/1988,Casado,F,simmonsjennifer1988@ciclovida.com,16000,4,Educacion Universitaria Completa,Administrativo
21139,Sra.,Trinity,Richardson,17/7/1988,Casado,F,richardsontrinity1988@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
21140,Sr.,Eduardo,Martinez,22/4/1988,Soltero,M,martinezeduardo1988@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
21141,Sra.,Elizabeth,Jones,18/5/1988,Casado,F,joneselizabeth1988@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
21142,Srita.,Taylor,Howard,10/3/1988,Soltero,F,howardtaylor1988@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
21143,Sr.,David,Diaz,7/8/1988,Soltero,M,diazdavid1988@ciclovida.com,24000,4,Educacion Universitaria Completa,Profesional
21144,Sra.,Katelyn,Carter,8/3/1988,Casado,F,carterkatelyn1988@ciclovida.com,26000,2,Postgrado,Administrativo
21145,Sr.,Ryan,Foster,18/8/1988,Casado,M,fosterryan1988@ciclovida.com,26000,2,Postgrado,Administrativo
21146,Sr.,Robert,Lee,9/3/1988,Casado,M,leerobert1988@ciclovida.com,26000,2,Postgrado,Administrativo
21147,Sra.,Danielle,Reed,10/4/1988,Soltero,F,reeddanielle1988@ciclovida.com,30000,2,Educacion Universitaria Completa,Administrativo
21148,Sra.,Lauren,Martinez,15/9/1980,Soltero,F,martinezlauren1980@ciclovida.com,14000,4,Educacion Universitaria Completa,Profesional
21149,Sr.,Nathan,Lal,6/8/1980,Casado,M,lalnathan1980@ciclovida.com,18000,2,Educacion Universitaria Completa,Profesional
21150,Sr.,Kyle,Foster,15/2/1958,Casado,M,fosterkyle1958@ciclovida.com,10000,2,Postgrado,Administrativo
21151,Sra.,Jenny,Rai,23/11/1957,Casado,F,raijenny1957@ciclovida.com,16000,4,Postgrado,Administrativo
21152,Sra.,Nancy,Chapman,25/7/1987,Casado,F,chapmannancy1987@ciclovida.com,16000,4,Educacion Universitaria Completa,Profesional
21153,Sr.,Charles,Jackson,15/4/1987,Casado,M,jacksoncharles1987@ciclovida.com,16000,4,Educacion Universitaria Completa,Profesional
21154,Sr.,Jonathan,Perez,25/6/1987,Soltero,M,perezjonathan1987@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
21155,Srita.,Amanda,Cook,18/7/1987,Casado,F,cookamanda1987@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
21156,Sr.,Robert,Collins,26/6/1987,Casado,M,collinsrobert1987@ciclovida.com,18000,0,Educacion Universitaria Completa,Profesional
21157,Sra.,Megan,Barbosa,15/8/1987,Soltero,F,barbosamegan1987@ciclovida.com,22000,4,Educacion Universitaria Completa,Administrativo
21158,Sr.,Christian,Torres,21/11/1985,Casado,M,torreschristian1985@ciclovida.com,18000,5,Educacion Universitaria Completa,Profesional
21159,Sr.,Arturo,Lal,31/8/1986,Casado,M,lalarturo1986@ciclovida.com,22000,1,Educacion Universitaria Completa,Administrativo
21160,Sra.,Theresa,Serrano,30/1/1986,Casado,F,serranotheresa1986@ciclovida.com,22000,1,Educacion Universitaria Completa,Administrativo
21161,Sr.,Jeremy,Alvarez,22/1/1986,Casado,M,alvarezjeremy1986@ciclovida.com,24000,1,Educacion Universitaria Completa,Profesional
21162,Sr.,Hunter,Griffin,6/1/1986,Casado,M,griffinhunter1986@ciclovida.com,34000,0,Postgrado,Administrativo
21163,Sr.,Henry,Garcia,21/11/1984,Casado,M,garciahenry1984@ciclovida.com,14000,5,Educacion Universitaria Completa,Profesional
21164,Sra.,Cindy,Sanchez,22/7/1985,Casado,F,sanchezcindy1985@ciclovida.com,22000,1,Educacion Universitaria Completa,Administrativo
21165,Sra.,Maria,Carter,10/1/1985,Casado,F,cartermaria1985@ciclovida.com,26000,1,Educacion Universitaria Completa,Administrativo
21166,Sra.,Katelyn,Sanchez,23/6/1985,Casado,F,sanchezkatelyn1985@ciclovida.com,26000,1,Educacion Universitaria Completa,Administrativo
21167,Sra.,Jenna,Wright,10/3/1985,Casado,F,wrightjenna1985@ciclovida.com,26000,1,Educacion Universitaria Completa,Administrativo
21168,Sr.,Seth,Perez,10/9/1985,Soltero,M,perezseth1985@ciclovida.com,30000,1,Educacion Universitaria Completa,Profesional
21169,Sr.,Luke,Long,1/4/1979,Soltero,M,longluke1979@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21170,Sr.,Dalton,Clark,9/7/1979,Casado,M,clarkdalton1979@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21171,Sra.,Taylor,Lewis,21/3/1978,Soltero,F,lewistaylor1978@ciclovida.com,16000,2,Educacion Secundaria Incompleta,Operativo Calificado
21172,Sra.,Haley,Richardson,12/8/1959,Soltero,F,richardsonhaley1959@ciclovida.com,10000,2,Postgrado,Administrativo
21173,Sr.,Noah,Coleman,8/12/1958,Soltero,M,colemannoah1958@ciclovida.com,14000,4,Postgrado,Administrativo
21174,Sr.,Jon,Luo,6/1/1959,Casado,M,luojon1959@ciclovida.com,14000,4,Postgrado,Administrativo
21175,Sr.,Orlando,Vazquez,5/2/1960,Casado,M,vazquezorlando1960@ciclovida.com,14000,4,Postgrado,Administrativo
21176,Sr.,Fernando,Barbosa,7/1/1984,Casado,M,barbosafernando1984@ciclovida.com,16000,5,Educacion Universitaria Completa,Profesional
21177,Sr.,Cameron,Rodriguez,14/4/1984,Casado,M,rodriguezcameron1984@ciclovida.com,16000,5,Educacion Universitaria Completa,Profesional
21178,Sr.,Spencer,Russell,17/10/1984,Soltero,M,russellspencer1984@ciclovida.com,18000,4,Educacion Secundaria Completa,Profesional
21179,Sra.,Julia,Coleman,16/8/1984,Soltero,F,colemanjulia1984@ciclovida.com,18000,4,Educacion Secundaria Completa,Profesional
21180,Srita.,Julia,Garcia,21/1/1984,Casado,F,garciajulia1984@ciclovida.com,20000,0,Educacion Universitaria Completa,Profesional
21181,Sr.,Sean,Evans,24/4/1984,Casado,M,evanssean1984@ciclovida.com,22000,3,Educacion Universitaria Completa,Profesional
21182,Sr.,Micah,Zaldivar,27/4/1984,Casado,M,zaldivarmicah1984@ciclovida.com,22000,3,Educacion Universitaria Completa,Profesional
21183,Sr.,Hunter,Rodriguez,9/9/1978,Casado,M,rodriguezhunter1978@ciclovida.com,16000,2,Educacion Secundaria Incompleta,Operativo Calificado
21184,Sr.,Ian,Gonzales,8/1/1978,Casado,M,gonzalesian1978@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21185,Sra.,Victoria,Lewis,17/4/1978,Soltero,F,lewisvictoria1978@ciclovida.com,12000,2,Educacion Secundaria Completa,Profesional
21186,Sra.,Erin,Sanchez,14/5/1977,Soltero,F,sanchezerin1977@ciclovida.com,14000,3,Postgrado,Administrativo
21187,Sra.,Gabrielle,Lopez,29/6/1977,Soltero,F,lopezgabrielle1977@ciclovida.com,14000,3,Postgrado,Administrativo
21188,Sra.,Sara,Richardson,6/2/1977,Soltero,F,richardsonsara1977@ciclovida.com,14000,3,Postgrado,Administrativo
21189,Sr.,Trevor,Jenkins,2/1/1977,Soltero,M,jenkinstrevor1977@ciclovida.com,14000,3,Postgrado,Administrativo
21191,Sra.,Hailey,Ward,6/8/1977,Soltero,F,wardhailey1977@ciclovida.com,14000,3,Postgrado,Administrativo
21192,Sr.,Luke,Allen,22/9/1977,Casado,M,allenluke1977@ciclovida.com,12000,3,Postgrado,Administrativo
21193,Sra.,Victoria,Russell,23/7/1976,Soltero,F,russellvictoria1976@ciclovida.com,8000,3,Educacion Universitaria Completa,Profesional
21194,Sra.,Jessica,Wilson,31/8/1976,Soltero,F,wilsonjessica1976@ciclovida.com,8000,3,Educacion Universitaria Completa,Profesional
21195,Sra.,Jade,Barbosa,2/3/1961,Casado,F,barbosajade1961@ciclovida.com,14000,4,Postgrado,Administrativo
21196,Sra.,Morgan,Hill,1/5/1961,Casado,F,hillmorgan1961@ciclovida.com,16000,4,Postgrado,Administrativo
21197,Sr.,Terrance,Raman,13/5/1962,Casado,M,ramanterrance1962@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21198,Sra.,Sydney,Garcia,18/1/1962,Casado,F,garciasydney1962@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21199,Sr.,Jose,Patterson,25/4/1962,Soltero,M,pattersonjose1962@ciclovida.com,24000,2,Postgrado,Administrativo
21200,Sr.,Zachary,Alvarez,19/3/1963,Casado,M,alvarezzachary1963@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21201,Sr.,Elijah,Ross,7/5/1963,Soltero,M,rosselijah1963@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21202,Sr.,Rafael,Xie,1/5/1963,Casado,M,xierafael1963@ciclovida.com,26000,2,Educacion Universitaria Completa,Administrativo
21203,Sr.,Jaime,Martinez,8/1/1964,Casado,M,martinezjaime1964@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21204,Sr.,Julian,Griffin,6/11/1963,Casado,M,griffinjulian1963@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21205,Sr.,Andy,Alvarez,30/5/1964,Soltero,M,alvarezandy1964@ciclovida.com,18000,5,Educacion Universitaria Completa,Administrativo
21206,Sr.,Ryan,Torres,18/3/1964,Casado,M,torresryan1964@ciclovida.com,22000,2,Postgrado,Administrativo
21207,Sra.,Samantha,Jenkins,11/5/1992,Casado,F,jenkinssamantha1992@ciclovida.com,18000,4,Educacion Universitaria Completa,Operativo Calificado
21208,Sra.,Deanna,Ramos,9/8/1986,Soltero,F,ramosdeanna1986@ciclovida.com,2000,1,Postgrado,Operativo
21209,Sra.,Emily,Martinez,15/5/1986,Casado,F,martinezemily1986@ciclovida.com,4000,1,Postgrado,Oficinista
21210,Sra.,Nicole,Barbosa,25/1/1985,Casado,F,barbosanicole1985@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21211,Sra.,Carla,Raman,29/4/1985,Casado,F,ramancarla1985@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21212,Sr.,Shaun,Raji,15/1/1986,Casado,M,rajishaun1986@ciclovida.com,4000,1,Postgrado,Oficinista
21213,Sr.,Jerome,Romero,27/7/1985,Casado,M,romerojerome1985@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21214,Sr.,Frank,Navarro,15/6/1985,Casado,M,navarrofrank1985@ciclovida.com,4000,1,Postgrado,Oficinista
21215,Sr.,Dennis,She,13/5/1985,Soltero,M,shedennis1985@ciclovida.com,4000,1,Postgrado,Oficinista
21216,Sra.,Melody,Munoz,10/2/1960,Casado,F,munozmelody1960@ciclovida.com,2000,1,Postgrado,Oficinista
21217,Sr.,Randy,Zaldivar,26/6/1960,Casado,M,zaldivarrandy1960@ciclovida.com,4000,1,Postgrado,Oficinista
21218,Sr.,Marshall,Wang,14/1/1986,Casado,M,wangmarshall1986@ciclovida.com,6000,5,Postgrado,Oficinista
21219,Sr.,Arthur,Carlson,19/7/1982,Casado,M,carlsonarthur1982@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21220,Sra.,Jessie,Jimenez,29/5/1981,Casado,F,jimenezjessie1981@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21221,Sra.,Robin,Ramos,15/1/1981,Soltero,F,ramosrobin1981@ciclovida.com,2000,1,Educacion Universitaria Completa,Operativo
21222,Sra.,Deanna,Gutierrez,27/3/1979,Soltero,F,gutierrezdeanna1979@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
21223,Sr.,Roy,Navarro,28/10/1979,Casado,M,navarroroy1979@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
21224,Sr.,Shawn,Rai,28/7/1979,Casado,M,raishawn1979@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
21225,Sra.,Mindy,Luo,9/7/1978,Casado,F,luomindy1978@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
21226,Sra.,Cara,Zaldivar,19/11/1960,Casado,F,zaldivarcara1960@ciclovida.com,6000,1,Postgrado,Oficinista
21227,Sra.,Ana,Ramos,9/2/1963,Soltero,F,ramosana1963@ciclovida.com,4000,1,Educacion Universitaria Completa,Oficinista
21228,Sr.,Raymond,Rodriguez,11/1/1964,Casado,M,rodriguezraymond1964@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
21229,Sra.,Carrie,Ortega,16/4/1965,Soltero,F,ortegacarrie1965@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
21230,Sra.,Deanna,Suarez,29/12/1965,Casado,F,suarezdeanna1965@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
21231,Sr.,Roberto,Gutierrez,2/11/1966,Casado,M,gutierrezroberto1966@ciclovida.com,8000,1,Postgrado,Oficinista
21232,Sr.,Terrence,Carson,1/4/2004,Soltero,M,carsonterrence2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
21233,Sr.,Ramon,Ye,26/1/2003,Soltero,M,yeramon2003@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
21234,Srita.,Cynthia,Martinez,16/9/2002,Soltero,F,martinezcynthia2002@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
21235,Sr.,Jarrod,Perez,10/7/2002,Soltero,M,perezjarrod2002@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
21236,Sr.,Tyrone,Serrano,7/6/2002,Soltero,M,serranotyrone2002@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
21237,Srita.,Cindy,Ramos,3/3/2001,Casado,F,ramoscindy2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
21238,Sr.,Damien,Shan,16/9/2001,Casado,M,shandamien2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
21239,Sr.,Julian,Ross,25/8/2001,Soltero,M,rossjulian2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
